Gene stable ID,Gene name,NCBI gene ID,UniProtKB/Swiss-Prot ID,RefSeq peptide ID
ENSMUSG00000040170,Fmo2,55990,,
ENSMUSG00000033287,Kctd17,72844,,
ENSMUSG00000023443,Esx1,13984,,
ENSMUSG00000019146,Cacng2,12300,O88602,NP_031609
ENSMUSG00000029866,Kel,23925,Q9EQF2,NP_115929
ENSMUSG00000037406,Htra4,330723,A2RT60,NP_001074656
ENSMUSG00000033287,Kctd17,72844,,
ENSMUSG00000038975,Rabggtb,19352,P53612,NP_001156951
ENSMUSG00000038975,Rabggtb,19352,P53612,NP_035361
ENSMUSG00000029866,Kel,23925,,
ENSMUSG00000033287,Kctd17,72844,,
ENSMUSG00000026820,Ptges2,96979,Q8BWM0,NP_598544
ENSMUSG00000099792,Gm29564,,,
ENSMUSG00000023443,Esx1,13984,,NP_031983
ENSMUSG00000029866,Kel,23925,,
ENSMUSG00000033287,Kctd17,72844,,
ENSMUSG00000024518,Rax,19434,O35602,NP_038861
ENSMUSG00000075195,Olfr1048,259016,,
ENSMUSG00000021768,Dusp13,27389,Q6B8I0,NP_001007269
ENSMUSG00000073643,Wdfy1,69368,E9Q4P1,
ENSMUSG00000073643,Wdfy1,69368,E9Q4P1,
ENSMUSG00000026820,Ptges2,96979,,
ENSMUSG00000075195,Olfr1048,259016,,NP_667225
ENSMUSG00000023443,Esx1,13984,,
ENSMUSG00000073643,Wdfy1,69368,E9Q4P1,
ENSMUSG00000021768,Dusp13,27389,,
ENSMUSG00000041735,Gm13178,546849,,NP_001079005
ENSMUSG00000021768,Dusp13,27389,,
ENSMUSG00000021768,Dusp13,27389,,
ENSMUSG00000029821,Gsdme,54722,,
ENSMUSG00000029821,Gsdme,54722,,
ENSMUSG00000021768,Dusp13,27389,,
ENSMUSG00000073643,Wdfy1,69368,,
ENSMUSG00000038975,Rabggtb,19352,,NP_001156950
ENSMUSG00000021768,Dusp13,27389,,
ENSMUSG00000095081,Gm8693,667543,,NP_001160626
ENSMUSG00000069053,Uba1y,22202,P31254,NP_001343972
ENSMUSG00000029821,Gsdme,54722,Q9Z2D3,
ENSMUSG00000073643,Wdfy1,69368,,
ENSMUSG00000073643,Wdfy1,69368,,
ENSMUSG00000083628,Gm2030,100039065,,NP_001093915
ENSMUSG00000069053,Uba1y,22202,P31254,NP_035797
ENSMUSG00000055301,Adh7,11529,Q64437,NP_033756
ENSMUSG00000029821,Gsdme,54722,,
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000073643,Wdfy1,69368,,
ENSMUSG00000024518,Rax,19434,,
ENSMUSG00000029821,Gsdme,54722,Q9Z2D3,NP_061239
ENSMUSG00000073643,Wdfy1,69368,,NP_081333
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000055555,4930502E18Rik,75013,,NP_083418
ENSMUSG00000073643,Wdfy1,69368,,
ENSMUSG00000056050,Mia3,338366,,NP_796363
ENSMUSG00000005103,Wdr1,22388,O88342,NP_035845
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000024518,Rax,19434,,
ENSMUSG00000056050,Mia3,338366,,
ENSMUSG00000054827,Cyp2c50,107141,Q91X77,NP_001161347
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000056050,Mia3,338366,,
ENSMUSG00000030788,Rnf141,67150,Q99MB7,NP_080275
ENSMUSG00000063446,Plppr1,272031,Q8BFZ2,NP_848871
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000005103,Wdr1,22388,,
ENSMUSG00000054827,Cyp2c50,107141,Q91X77,NP_598905
ENSMUSG00000056050,Mia3,338366,,
ENSMUSG00000037846,Rtkn2,170799,Q14B46,
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000048285,Frmd6,319710,Q8C0V9,NP_082403
ENSMUSG00000038975,Rabggtb,19352,,
ENSMUSG00000030788,Rnf141,67150,,
ENSMUSG00000024240,Epc1,13831,Q8C9X6,NP_031961
ENSMUSG00000030788,Rnf141,67150,,
ENSMUSG00000030788,Rnf141,67150,,
ENSMUSG00000035179,Ppp1r32,67752,,NP_001355113
ENSMUSG00000030386,Zfp606,67370,,NP_080388
ENSMUSG00000051951,Xkr4,497097,Q5GH67,NP_001011874
ENSMUSG00000037846,Rtkn2,170799,Q14B46,
ENSMUSG00000035179,Ppp1r32,67752,,NP_598450
ENSMUSG00000030788,Rnf141,67150,Q99MB7,
ENSMUSG00000030386,Zfp606,67370,,NP_001035040
ENSMUSG00000037846,Rtkn2,170799,Q14B46,NP_001346247
ENSMUSG00000037846,Rtkn2,170799,Q14B46,NP_001346248
ENSMUSG00000035179,Ppp1r32,67752,,
ENSMUSG00000040136,Abcc8,20927,,
ENSMUSG00000030788,Rnf141,67150,,
ENSMUSG00000037846,Rtkn2,170799,Q14B46,
ENSMUSG00000035179,Ppp1r32,67752,,
ENSMUSG00000030788,Rnf141,67150,,
ENSMUSG00000040136,Abcc8,20927,,
ENSMUSG00000030120,Mlf2,30853,,
ENSMUSG00000028435,Aqp3,11828,Q8R2N1,NP_057898
ENSMUSG00000030386,Zfp606,67370,,
ENSMUSG00000030788,Rnf141,67150,,
ENSMUSG00000012042,4930579F01Rik,67741,,NP_001156857
ENSMUSG00000040136,Abcc8,20927,,
ENSMUSG00000056281,Olfr1322,257978,,
ENSMUSG00000030386,Zfp606,67370,,NP_001297549
ENSMUSG00000056281,Olfr1322,257978,,NP_001011794
ENSMUSG00000074655,Gm1527,385263,,NP_001028651
ENSMUSG00000012042,4930579F01Rik,67741,,
ENSMUSG00000012042,4930579F01Rik,67741,,NP_001156858
ENSMUSG00000094757,Gm4498,100043523,,NP_001160623
ENSMUSG00000089901,Gm8113,,,
ENSMUSG00000024240,Epc1,13831,Q8C9X6,NP_081773
ENSMUSG00000094558,Btbd35f11,668958,,NP_001079020
ENSMUSG00000062200,Vmn2r7,319217,,
ENSMUSG00000037846,Rtkn2,170799,,NP_001074815
ENSMUSG00000095363,Gm4567,100043645,,NP_001032325
ENSMUSG00000109166,Gm5890,,,
ENSMUSG00000062200,Vmn2r7,319217,,
ENSMUSG00000059447,Hadhb,231086,Q99JY0,NP_663533
ENSMUSG00000030094,Xpc,22591,P51612,NP_033557
ENSMUSG00000049528,Olfr429,258717,,
ENSMUSG00000095363,Gm4567,100043645,,
ENSMUSG00000024240,Epc1,13831,,NP_001263279
ENSMUSG00000049528,Olfr429,258717,,NP_666933
ENSMUSG00000059447,Hadhb,231086,,
ENSMUSG00000059447,Hadhb,231086,Q99JY0,NP_001276727
ENSMUSG00000030094,Xpc,22591,,
ENSMUSG00000062200,Vmn2r7,319217,,NP_783605
ENSMUSG00000030094,Xpc,22591,,
ENSMUSG00000059371,Olfr427,259162,,
ENSMUSG00000059447,Hadhb,231086,Q99JY0,NP_001276728
ENSMUSG00000059371,Olfr427,259162,,NP_997041
ENSMUSG00000078630,Tomt,791260,A1Y9I9,NP_001269017
ENSMUSG00000029923,Rab19,19331,P35294,NP_035356
ENSMUSG00000020599,Rgs9,19739,O54828,NP_035398
ENSMUSG00000040653,Ppp1r14c,76142,Q8R4S0,NP_597844
ENSMUSG00000040653,Ppp1r14c,76142,,
ENSMUSG00000020599,Rgs9,19739,,
ENSMUSG00000078630,Tomt,791260,A1Y9I9,NP_001075148
ENSMUSG00000053961,Ang5,11730,,NP_001116866
ENSMUSG00000053961,Ang5,503844,,NP_001116866
ENSMUSG00000053961,Ang5,11730,,NP_031474
ENSMUSG00000053961,Ang5,503844,,NP_031474
ENSMUSG00000059447,Hadhb,231086,,
ENSMUSG00000053852,Adgrg4,236798,B7ZCC9,
ENSMUSG00000020599,Rgs9,19739,O54828,NP_001159406
ENSMUSG00000076563,Igkv5-48,,P01642,
ENSMUSG00000041343,Ankrd42,73845,Q3V096,
ENSMUSG00000053852,Adgrg4,236798,B7ZCC9,NP_001349814
ENSMUSG00000029765,Plxna4,243743,Q80UG2,NP_786926
ENSMUSG00000095745,Gm4133,100042964,,NP_001160630
ENSMUSG00000057723,Krt33b,16671,Q61897,NP_038598
ENSMUSG00000053852,Adgrg4,236798,,
ENSMUSG00000054727,1700013H16Rik,75514,,NP_001186942
ENSMUSG00000020599,Rgs9,19739,,
ENSMUSG00000044258,Ctla2a,13024,P12399,NP_001139271
ENSMUSG00000044258,Ctla2a,13024,P12399,NP_031822
ENSMUSG00000046486,Olfr231,404222,,
ENSMUSG00000053852,Adgrg4,236798,,
ENSMUSG00000041343,Ankrd42,73845,,NP_082941
ENSMUSG00000046486,Olfr231,404222,,NP_001005520
ENSMUSG00000094241,Ighv1-24,,,
ENSMUSG00000053852,Adgrg4,236798,,
ENSMUSG00000095619,Vmn1r157,667551,,NP_001160226
ENSMUSG00000094241,Ighv1-24,,,
ENSMUSG00000040136,Abcc8,20927,,NP_001344467
ENSMUSG00000040136,Abcc8,20927,,NP_035640
ENSMUSG00000053852,Adgrg4,236798,,
ENSMUSG00000001158,Snrnp27,66618,Q8K194,NP_079941
ENSMUSG00000073811,Ifna12,242519,Q80SS5,NP_796335
ENSMUSG00000040136,Abcc8,20927,,
ENSMUSG00000084136,Vmn1r207-ps,432735,,
ENSMUSG00000030385,2900092C05Rik,73090,,NP_082710
ENSMUSG00000084136,Vmn1r207-ps,432735,,
ENSMUSG00000084136,Vmn1r207-ps,432735,,NP_001160181
ENSMUSG00000048919,Olfr223,258421,,
ENSMUSG00000052182,Olfr849,258520,,
ENSMUSG00000072598,Ang6,630952,,NP_001011876
ENSMUSG00000052182,Olfr849,258520,,NP_666738
ENSMUSG00000023000,Dhh,13363,Q61488,NP_031883
ENSMUSG00000059334,Zfp36l3,333473,Q5ISE2,NP_001009549
ENSMUSG00000048919,Olfr223,258421,,NP_666640
ENSMUSG00000078713,Tomm5,68512,B1AXP6,NP_001093145
ENSMUSG00000078713,Tomm5,666377,B1AXP6,NP_001093145
ENSMUSG00000040136,Abcc8,20927,,
ENSMUSG00000030917,Tmem159,233806,Q922Z1,NP_663561
ENSMUSG00000035759,Bbs10,71769,Q9DBI2,NP_082190
ENSMUSG00000001158,Snrnp27,66618,Q8K194,
ENSMUSG00000094535,Olfr850,258516,,
ENSMUSG00000041343,Ankrd42,73845,,
ENSMUSG00000094535,Olfr850,258516,,NP_666734
ENSMUSG00000076564,Igkv12-46,,,
ENSMUSG00000078713,Tomm5,68512,B1AXP6,
ENSMUSG00000078713,Tomm5,666377,B1AXP6,
ENSMUSG00000023000,Dhh,13363,,
ENSMUSG00000037347,Chst7,60322,Q9EP78,NP_068361
ENSMUSG00000052625,Olfr851,258907,,
ENSMUSG00000030917,Tmem159,233806,Q922Z1,
ENSMUSG00000052625,Olfr851,258907,,NP_667116
ENSMUSG00000041343,Ankrd42,73845,Q3V096,
ENSMUSG00000078713,Tomm5,68512,B1AXP6,NP_001128118
ENSMUSG00000078713,Tomm5,666377,B1AXP6,NP_001128118
ENSMUSG00000030120,Mlf2,30853,Q99KX1,NP_663360
ENSMUSG00000030120,Mlf2,30853,Q99KX1,NP_001163812
ENSMUSG00000047161,Chst9,71367,Q76EC5,NP_951010
ENSMUSG00000019235,Rps6kl1,238323,Q8R2S1,NP_001351244
ENSMUSG00000019235,Rps6kl1,238323,Q8R2S1,NP_666356
ENSMUSG00000039652,Cpeb3,208922,,NP_001277756
ENSMUSG00000039652,Cpeb3,208922,,NP_938042
ENSMUSG00000041343,Ankrd42,73845,,
ENSMUSG00000078713,Tomm5,68512,B1AXP6,
ENSMUSG00000078713,Tomm5,666377,B1AXP6,
ENSMUSG00000094094,Igkv5-45,,,
ENSMUSG00000022261,Sdc2,15529,P43407,NP_032330
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000041343,Ankrd42,73845,,
ENSMUSG00000095806,Gm5728,435949,,NP_001160185
ENSMUSG00000017400,Stac2,217154,Q8R1B0,NP_666140
ENSMUSG00000030120,Mlf2,30853,Q99KX1,
ENSMUSG00000044156,Hepacam2,101202,Q4VAH7,NP_849230
ENSMUSG00000047161,Chst9,71367,,NP_001351921
ENSMUSG00000039652,Cpeb3,208922,,NP_001277755
ENSMUSG00000019235,Rps6kl1,238323,,
ENSMUSG00000024769,Cdc42bpg,240505,Q80UW5,NP_001028514
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000030120,Mlf2,30853,,
ENSMUSG00000096002,Vmn2r53,637908,,
ENSMUSG00000017400,Stac2,217154,,
ENSMUSG00000045479,Olfr459,258569,,
ENSMUSG00000096002,Vmn2r53,637908,,
ENSMUSG00000045479,Olfr459,258569,,
ENSMUSG00000044156,Hepacam2,101202,,
ENSMUSG00000039652,Cpeb3,208922,Q7TN99,NP_001277757
ENSMUSG00000033557,Fam20b,215015,Q8VCS3,
ENSMUSG00000096002,Vmn2r53,637908,,NP_001098114
ENSMUSG00000045479,Olfr459,258569,,NP_666787
ENSMUSG00000072258,Taf1a,21339,,
ENSMUSG00000026875,Traf1,22029,P39428,
ENSMUSG00000044156,Hepacam2,101202,,
ENSMUSG00000075194,Olfr1049,259018,,
ENSMUSG00000030173,Klra5,16636,Q60652,
ENSMUSG00000072258,Taf1a,21339,,
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000023206,Il15ra,16169,Q60819,NP_001258426
ENSMUSG00000030173,Klra5,16636,,
ENSMUSG00000075194,Olfr1049,259018,,NP_667227
ENSMUSG00000033557,Fam20b,215015,Q8VCS3,NP_663388
ENSMUSG00000051528,Olfr424,258716,,
ENSMUSG00000039652,Cpeb3,208922,,NP_001277758
ENSMUSG00000024728,1700025F22Rik,69416,,
ENSMUSG00000031557,Plekha2,83436,Q9ERS5,
ENSMUSG00000030173,Klra5,16636,Q60652,NP_032489
ENSMUSG00000072258,Taf1a,21339,,NP_001264887
ENSMUSG00000072258,Taf1a,21339,,NP_001264886
ENSMUSG00000072258,Taf1a,21339,,NP_001264888
ENSMUSG00000072258,Taf1a,21339,,NP_067441
ENSMUSG00000000811,Txnrd3,232223,,NP_001171529
ENSMUSG00000000811,Txnrd3,232223,,NP_694802
ENSMUSG00000006057,Atp5g1,11951,Q9CR84,NP_031532
ENSMUSG00000026875,Traf1,22029,P39428,
ENSMUSG00000039652,Cpeb3,208922,Q7TN99,
ENSMUSG00000051528,Olfr424,258716,,NP_666932
ENSMUSG00000000811,Txnrd3,232223,,NP_001171530
ENSMUSG00000000811,Txnrd3,232223,,NP_001171531
ENSMUSG00000006057,Atp5g1,11951,Q9CR84,
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000094739,Gm20806,70009,,
ENSMUSG00000094739,Gm20806,100039574,,
ENSMUSG00000094739,Gm20806,100040429,,
ENSMUSG00000094739,Gm20806,100042268,,
ENSMUSG00000094739,Gm20806,100042475,,
ENSMUSG00000094739,Gm20806,100861821,,
ENSMUSG00000094739,Gm20806,108168537,,
ENSMUSG00000094739,Gm20806,108168538,,
ENSMUSG00000094739,Gm20806,108168539,,
ENSMUSG00000094739,Gm20806,108168540,,
ENSMUSG00000094739,Gm20806,108168541,,
ENSMUSG00000094739,Gm20806,108168542,,
ENSMUSG00000094739,Gm20806,108168543,,
ENSMUSG00000094739,Gm20806,108168544,,
ENSMUSG00000094739,Gm20806,108168546,,
ENSMUSG00000094739,Gm20806,108168549,,
ENSMUSG00000094739,Gm20806,108168550,,
ENSMUSG00000094739,Gm20806,108168556,,
ENSMUSG00000094739,Gm20806,108168561,,
ENSMUSG00000094739,Gm20806,108168562,,
ENSMUSG00000094739,Gm20806,108168563,,
ENSMUSG00000094739,Gm20806,108168597,,
ENSMUSG00000094739,Gm20806,108168620,,
ENSMUSG00000094739,Gm20806,108168665,,
ENSMUSG00000024728,1700025F22Rik,69416,,
ENSMUSG00000036905,C1qb,12260,P14106,NP_033907
ENSMUSG00000031557,Plekha2,83436,Q9ERS5,NP_112547
ENSMUSG00000094739,Gm20806,70009,,NP_001153607
ENSMUSG00000094739,Gm20806,100039574,,NP_001153607
ENSMUSG00000094739,Gm20806,100040429,,NP_001153607
ENSMUSG00000094739,Gm20806,100042268,,NP_001153607
ENSMUSG00000094739,Gm20806,100042475,,NP_001153607
ENSMUSG00000094739,Gm20806,100861821,,NP_001153607
ENSMUSG00000094739,Gm20806,108168537,,NP_001153607
ENSMUSG00000094739,Gm20806,108168538,,NP_001153607
ENSMUSG00000094739,Gm20806,108168539,,NP_001153607
ENSMUSG00000094739,Gm20806,108168540,,NP_001153607
ENSMUSG00000094739,Gm20806,108168541,,NP_001153607
ENSMUSG00000094739,Gm20806,108168542,,NP_001153607
ENSMUSG00000094739,Gm20806,108168543,,NP_001153607
ENSMUSG00000094739,Gm20806,108168544,,NP_001153607
ENSMUSG00000094739,Gm20806,108168546,,NP_001153607
ENSMUSG00000094739,Gm20806,108168549,,NP_001153607
ENSMUSG00000094739,Gm20806,108168550,,NP_001153607
ENSMUSG00000094739,Gm20806,108168556,,NP_001153607
ENSMUSG00000094739,Gm20806,108168561,,NP_001153607
ENSMUSG00000094739,Gm20806,108168562,,NP_001153607
ENSMUSG00000094739,Gm20806,108168563,,NP_001153607
ENSMUSG00000094739,Gm20806,108168597,,NP_001153607
ENSMUSG00000094739,Gm20806,108168620,,NP_001153607
ENSMUSG00000094739,Gm20806,108168665,,NP_001153607
ENSMUSG00000094546,Ighv1-26,,,
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000031557,Plekha2,83436,,
ENSMUSG00000024728,1700025F22Rik,69416,,
ENSMUSG00000026875,Traf1,22029,P39428,NP_001313530
ENSMUSG00000026875,Traf1,22029,P39428,NP_033447
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000039652,Cpeb3,208922,,
ENSMUSG00000031557,Plekha2,83436,,
ENSMUSG00000006057,Atp5g1,11951,Q9CR84,NP_001154891
ENSMUSG00000026875,Traf1,22029,,
ENSMUSG00000020611,Gna13,14674,P27601,NP_034433
ENSMUSG00000024728,1700025F22Rik,69416,,NP_081350
ENSMUSG00000020611,Gna13,14674,,NP_001345963
ENSMUSG00000060317,Acnat2,209186,Q8BGG9,NP_001343218
ENSMUSG00000060317,Acnat2,209186,Q8BGG9,NP_663343
ENSMUSG00000006057,Atp5g1,11951,Q9CR84,
ENSMUSG00000060317,Acnat2,209186,Q8BGG9,
ENSMUSG00000060317,Acnat2,209186,,
ENSMUSG00000051160,Olfr853,258908,,
ENSMUSG00000021286,Zfyve21,68520,Q8VCM3,NP_081028
ENSMUSG00000051160,Olfr853,258908,,NP_667117
ENSMUSG00000079519,Gm14743,236874,,NP_001119793
ENSMUSG00000073979,Olfr547,259083,,NP_667290
ENSMUSG00000001827,Folr1,14275,P35846,
ENSMUSG00000095667,Olfr854,258515,,
ENSMUSG00000007872,Id3,15903,P41133,NP_032347
ENSMUSG00000021286,Zfyve21,68520,,
ENSMUSG00000073978,Olfr548-ps1,,,
ENSMUSG00000099550,Gm28079,,,
ENSMUSG00000095667,Olfr854,258515,,NP_666733
ENSMUSG00000073978,Olfr548-ps1,,,
ENSMUSG00000021286,Zfyve21,68520,,
ENSMUSG00000038763,Alpk3,116904,,NP_473426
ENSMUSG00000034359,Skint2,329919,,
ENSMUSG00000099550,Gm28079,,,
ENSMUSG00000021286,Zfyve21,68520,,
ENSMUSG00000073977,Olfr549,259105,,
ENSMUSG00000054753,AU018091,245128,,NP_001004153
ENSMUSG00000073977,Olfr549,259105,,NP_667312
ENSMUSG00000034359,Skint2,329919,A7XUX6,NP_001272894
ENSMUSG00000034359,Skint2,329919,A7XUX6,NP_001272892
ENSMUSG00000004791,Pgf,18654,,
ENSMUSG00000019923,Zwint,52696,Q9CQU5,NP_001280612
ENSMUSG00000031533,Mrps31,57312,Q61733,NP_065585
ENSMUSG00000099550,Gm28079,,,
ENSMUSG00000054753,AU018091,245128,,
ENSMUSG00000021286,Zfyve21,68520,,
ENSMUSG00000099550,Gm28079,,,
ENSMUSG00000019923,Zwint,52696,Q9CQU5,NP_079911
ENSMUSG00000019923,Zwint,52696,Q9CQU5,NP_001280613
ENSMUSG00000019923,Zwint,52696,Q9CQU5,
ENSMUSG00000004791,Pgf,18654,P49764,NP_001258634
ENSMUSG00000004791,Pgf,18654,P49764,NP_032853
ENSMUSG00000025151,Maged1,94275,Q9QYH6,NP_062765
ENSMUSG00000019923,Zwint,52696,,
ENSMUSG00000096593,Vmn2r54,666085,,
ENSMUSG00000040957,Cables1,63955,,NP_001139759
ENSMUSG00000020027,Socs2,216233,,
ENSMUSG00000096593,Vmn2r54,666085,,NP_001074918
ENSMUSG00000040957,Cables1,63955,Q9ESJ1,NP_071304
ENSMUSG00000034359,Skint2,329919,,
ENSMUSG00000023206,Il15ra,16169,Q60819,
ENSMUSG00000025013,Tll2,24087,Q9WVM6,NP_036034
ENSMUSG00000044258,Ctla2a,13024,,
ENSMUSG00000035651,4930480E11Rik,74910,,NP_001171437
ENSMUSG00000026072,Il1r1,16177,P13504,NP_032388
ENSMUSG00000026134,Prim2,19076,P33610,NP_032948
ENSMUSG00000025013,Tll2,24087,,
ENSMUSG00000001827,Folr1,14275,P35846,
ENSMUSG00000023206,Il15ra,16169,Q60819,NP_598597
ENSMUSG00000026072,Il1r1,16177,,NP_001116854
ENSMUSG00000027889,Ampd2,109674,Q9DBT5,NP_083055
ENSMUSG00000030222,Rerg,232441,Q8R367,NP_871788
ENSMUSG00000096386,Vmn1r100,100043536,,NP_001160316
ENSMUSG00000027889,Ampd2,109674,Q9DBT5,NP_001276648
ENSMUSG00000020027,Socs2,216233,O35717,NP_031732
ENSMUSG00000094545,Vmn1r101,100042968,,NP_001160308
ENSMUSG00000030222,Rerg,232441,Q8R367,NP_001157684
ENSMUSG00000114432,Gm49391,,,
ENSMUSG00000027889,Ampd2,109674,,NP_001333594
ENSMUSG00000027889,Ampd2,109674,,NP_001276649
ENSMUSG00000020027,Socs2,216233,O35717,NP_001162128
ENSMUSG00000021285,Ppp1r13b,21981,Q62415,NP_035755
ENSMUSG00000020027,Socs2,216233,,
ENSMUSG00000114432,Gm49391,,,
ENSMUSG00000030222,Rerg,232441,,NP_001157686
ENSMUSG00000020027,Socs2,216233,,
ENSMUSG00000021285,Ppp1r13b,21981,,
ENSMUSG00000039462,Col10a1,12813,Q05306,NP_034055
ENSMUSG00000114432,Gm49391,,,
ENSMUSG00000020027,Socs2,216233,,
ENSMUSG00000030222,Rerg,232441,,
ENSMUSG00000030222,Rerg,232441,,
ENSMUSG00000023206,Il15ra,16169,,NP_001258427
ENSMUSG00000020027,Socs2,216233,O35717,NP_001162126
ENSMUSG00000020027,Socs2,216233,O35717,NP_001162127
ENSMUSG00000114487,Gm49393,,,
ENSMUSG00000038330,C87499,381590,,
ENSMUSG00000027776,Il12a,16159,P43431,NP_032377
ENSMUSG00000001827,Folr1,14275,P35846,
ENSMUSG00000027219,Slc28a2,269346,O88627,NP_001343461
ENSMUSG00000027219,Slc28a2,269346,O88627,NP_766568
ENSMUSG00000023206,Il15ra,16169,,
ENSMUSG00000000805,Car4,12351,Q64444,NP_031633
ENSMUSG00000114635,Gm49392,,,
ENSMUSG00000054737,Zfp182,319535,,NP_001013405
ENSMUSG00000001827,Folr1,14275,P35846,NP_032060
ENSMUSG00000001827,Folr1,14275,P35846,NP_001239481
ENSMUSG00000027219,Slc28a2,269346,O88627,NP_001343461
ENSMUSG00000074874,Ctla2b,13025,,
ENSMUSG00000039480,Nt5dc1,319638,,
ENSMUSG00000000805,Car4,12351,,
ENSMUSG00000054737,Zfp182,319535,,
ENSMUSG00000050530,Fam171a1,269233,,NP_001297363
ENSMUSG00000005947,Itgae,16407,Q60677,NP_001348174
ENSMUSG00000005947,Itgae,16407,Q60677,NP_032425
ENSMUSG00000000805,Car4,12351,,
ENSMUSG00000000805,Car4,12351,,
ENSMUSG00000074874,Ctla2b,13025,,
ENSMUSG00000038330,C87499,381590,,NP_941065
ENSMUSG00000027219,Slc28a2,269346,O88627,NP_001343461
ENSMUSG00000035582,Gdpd4,233537,Q3TT99,NP_808364
ENSMUSG00000038330,C87499,381590,,
ENSMUSG00000054737,Zfp182,319535,,NP_001104546
ENSMUSG00000038330,C87499,381590,,
ENSMUSG00000035582,Gdpd4,233537,Q3TT99,
ENSMUSG00000038330,C87499,381590,,
ENSMUSG00000030591,Psmd8,57296,,
ENSMUSG00000044061,Olfr225,257886,,
ENSMUSG00000025402,Nab2,17937,Q61127,NP_032694
ENSMUSG00000044061,Olfr225,257886,,NP_001011740
ENSMUSG00000024617,Camk2a,12322,P11798,NP_803126
ENSMUSG00000027932,Slc27a3,26568,,NP_036118
ENSMUSG00000001827,Folr1,14275,P35846,NP_001239483
ENSMUSG00000001827,Folr1,14275,P35846,NP_001239482
ENSMUSG00000095867,Gm20917,100042428,,
ENSMUSG00000095867,Gm20917,108168609,,
ENSMUSG00000027776,Il12a,16159,,NP_001152896
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000095867,Gm20917,100042428,,NP_001153608
ENSMUSG00000095867,Gm20917,108168609,,NP_001153608
ENSMUSG00000027932,Slc27a3,26568,,NP_001303617
ENSMUSG00000063376,Ifna13,230396,Q80SU4,NP_796321
ENSMUSG00000025402,Nab2,17937,,NP_001116367
ENSMUSG00000025402,Nab2,17937,,
ENSMUSG00000050931,Sgms2,74442,Q9D4B1,NP_083219
ENSMUSG00000027973,1700006A11Rik,71824,,NP_082215
ENSMUSG00000024617,Camk2a,12322,,
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000039682,Lap3,66988,Q9CPY7,NP_077754
ENSMUSG00000050931,Sgms2,74442,,
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000024617,Camk2a,12322,,
ENSMUSG00000024667,Tmem216,68642,Q9CQC4,
ENSMUSG00000025402,Nab2,17937,,
ENSMUSG00000050931,Sgms2,74442,,
ENSMUSG00000034333,Zbed4,223773,Q80WQ9,NP_852077
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000024617,Camk2a,12322,,
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000033478,Fam160b1,226252,Q8CDM8,NP_663480
ENSMUSG00000050530,Fam171a1,269233,,NP_001074630
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000030286,Emc3,66087,Q99KI3,NP_780310
ENSMUSG00000039682,Lap3,66988,,
ENSMUSG00000027973,1700006A11Rik,71824,,
ENSMUSG00000068823,Csde1,229663,Q91W50,NP_659150
ENSMUSG00000050530,Fam171a1,269233,,NP_001348315
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000050530,Fam171a1,269233,,NP_001333996
ENSMUSG00000024617,Camk2a,12322,P11798,NP_033922
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000068823,Csde1,229663,,NP_001155326
ENSMUSG00000024667,Tmem216,68642,Q9CQC4,
ENSMUSG00000033478,Fam160b1,226252,,
ENSMUSG00000023755,Rhebl1,69159,,
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000068823,Csde1,229663,Q91W50,
ENSMUSG00000001827,Folr1,14275,,
ENSMUSG00000024617,Camk2a,12322,,NP_001273738
ENSMUSG00000024667,Tmem216,68642,Q9CQC4,NP_081074
ENSMUSG00000068823,Csde1,229663,,NP_001297622
ENSMUSG00000024667,Tmem216,68642,Q9CQC4,
ENSMUSG00000049573,Olfr780,258281,,
ENSMUSG00000068823,Csde1,229663,,
ENSMUSG00000068823,Csde1,229663,,
ENSMUSG00000024667,Tmem216,68642,Q9CQC4,NP_001264790
ENSMUSG00000049573,Olfr780,258281,,NP_666396
ENSMUSG00000068823,Csde1,229663,,
ENSMUSG00000028292,Rars2,109093,Q3U186,NP_852071
ENSMUSG00000024667,Tmem216,68642,Q9CQC4,NP_001264789
ENSMUSG00000020057,Dram1,71712,,
